00:02|NOTHING REALLY MATTERS|MR.PROBZ
00:05|PERTO DE MIM|SYRO
00:09|DONT KNOW WHY|NORAH JONES
00:12|MARVIN GAYE|CHARLIE PUTH [+] MEGHAN TRAINOR
00:15|HALLELUJAH|ALEXANDRA BURKE
00:22|TRUE COLORS|CYNDI LAUPER
00:25|HAPPIER|ED SHEERAN
00:29|TAL COMO SOU|FERNANDO DANIEL
00:32|MORE THAN WORDS|EXTREME
00:36|YOU ARE THE REASON|CALUM SCOTT
00:39|PORQUÊ|MURTA
00:42|UNCONDITIONALLY|KATY PERRY
00:46|IRIS|GOO GOO DOLLS
00:49|NADA MUDOU|MATIAS DAMÁSIO
00:53|NAO FUI EU|DAVID CARREIRA
01:00|DANCING WITH A STRANGER|SAM SMITH & NORMANI
01:03|DILEMA|NELLY [+] KELLY ROLAND
01:08|DONT LET THE SUN GO DOWN ON ME|ELTON JOHN [+] GEORGE MICHAEL
01:14|DIAMONDS|RIHANNA
01:17|DA MESMA PELE|IRMA
01:20|IN MY PLACE|COLDPLAY
01:24|PILLOWTALK|ZAYN
01:27|SEI LÁ|BÁRBARA TINOCO
01:30|SCARED TO BE LONELY (ACUSTIC VERSION)|MARTIN GARRIX & DUA LIPA
01:35|UNDERNEATH YOUR CLOTHES|SHAKIRA
01:39|BROKEN PEOPLE|LOGIC FT. RAG N BONE MAN
01:43|ALL ABOUT LOVIN YOU|BON JOVI
01:46|HELLO|ADELE
01:50|PEITO|HMB
01:54|RIDE IT|JAY SEAN
02:00|TUSA|KAROL G. x NICKI MINAJ
02:04|O ERRO MAIS BONITO|ANA BACALHAU & DIOGO PIÇARRA
02:07|DONT SPEAK|NO DOUBT
02:11|O AMOR É O SEGREDO|VITOR KLEY
02:14|EVERYTHING I WANTED|BILLIE EILISH
02:18|SOMETHING JUST LIKE THIS|THE CHAINSMOKERS FT. COLDPLAY
02:22|DONT LOOK BACK IN ANGER|OASIS
02:26|IN MY BLOOD|SHAWN MENDES
02:30|A VIDA TODA|CAROLINA DESLANDES
02:34|DROPS OF JUPITER (TELL ME)|TRAIN
02:39|NATURAL|IMAGINE DRAGONS
02:42|(NAO)  ERA AMOR|GIULIA BE
02:45|CIRCLES|POST MALONE
02:51|I DONT CARE|ED SHEERAN & JUSTIN BIEBER
02:55|FEEL|ROBBIE WILLIAMS
02:59|KINGS & QUEENS|AVA MAX
03:02|ADORE YOU|HARRY STYLES
03:05|CORAÇÃO|DIOGO PIÇARRA
03:08|HOW DO YOU SLEEP|SAM SMITH
03:11|EVERY BREATHE YOU TAKE|POLICE
03:15|OUVI DIZER|MELIM
03:19|MORAL OF THE STORY|ASHE
03:22|AMIGA DA MINHA MULHER|SEU JORGE
03:27|BEFORE YOU GO|LEWIS CAPALDI
03:30|RECOMEÇAR|FERNANDO DANIEL
03:34|ELASTIC HEART|SIA
03:38|O MUNDO AO CONTRÁRIO|XUTOS E PONTAPÉS
03:42|OVER MY SHOULDER|MIKE & THE MECHANICS
03:46|EU GOSTO DE TI|ELAS
03:51|BLINDING LIGHTS|THE WEEKND
03:55|ANDRA TUTTO BENE|CRISTOVAM
03:58|WALKING ON SUNSHINE|KATRINA & THE WAVES
04:01|ANTES DELA DIZER QUE SIM|BÁRBARA TINOCO
04:04|CONVERSATIONS IN THE DARK|JOHN LEGEND
04:08|BELIEVER|IMAGINE DRAGONS
04:12|FOREVER YOUNG|ALPHAVILLE
04:15|S.O.S|AVICII FT. ALOE BLACC
04:18|PARAISO|DIOGO PIÇARRA
04:21|DONT START NOW|DUA LIPA
04:25|BECAUSE OF YOU|KELLY CLARKSON
04:29|TEMPO|ANJOS
04:32|BRUISES|LEWIS CAPALDI
04:36|IN YOUR EYES|THE WEEKND
04:40|BURGUESINHA|SEU JORGE
04:44|SUMMER|CALVIN HARRIS
