23:58|Dog Days Are Over|Florence and the Machine
23:54|Underdog|Alicia Keys
23:51|Anjos|Diogo Piçarra , Carolina Deslandes
23:46|What's Up|4 Non Blondes
23:43|Watermelon Sugar|Harry Styles
23:39|Be Kind|Marshmello , Halsey
23:36|Trem-Bala|Ana Vilela
23:33|Attention|Charlie Puth
23:29|Know Your Worth|Khalid , Disclosure
23:27|Ho Hey|The Lumineers
23:23|Tempo|Anjos
23:20|Last Kiss (single)|Pearl Jam
23:16|Perfect|Ed Sheeran
23:13|Memória|Ana Bacalhau
23:08|Love the Way You Lie (Part II)|Rihanna , Eminem
23:04|In Your Eyes|The Weeknd
22:58|Don't Wanna Know|Maroon 5 , Kendrick Lamar
22:54|Shallow|Lady Gaga , Bradley Cooper
22:51|Juntos Somos mais Fortes|Amor Electro
22:47|Happy|Pharrell Williams
22:44|Let's Fall in Love for the Night|Finneas
22:39|Kings & Queens|Ava Max
22:35|All We Need Is Love [acústico]|Virgul
22:31|By Your Side|Sade
22:27|Promises|Calvin Harris , Sam Smith
22:24|Ainda Bem que Chegou|Vitor Kley
22:21|Death Bed (Coffee for Your Head)|Powfu , Beabadoobee
22:19|Are You with Me|Lost Frequencies
22:16|Maniac|Conan Gray
22:12|You Feel Like Home|David Fonseca , Ana Sofia Martins
22:08|Fly Away|Lenny Kravitz
22:05|Sei Lá|Bárbara Tinoco
22:00|Daylight|Maroon 5
21:56|How Do You Sleep?|Sam Smith
21:53|Complicado|Vitão , Anitta
21:48|I Don't Wanna Fight|Tina Turner
21:45|Ily (I Love You Baby)|Surf Mesa , Emilee
21:40|Lonely|Joel Corry
21:36|Dialectos da Ternura|Da Weasel
21:32|Lights Down Low|Max [us] , Gnash
21:29|Hymn for the Weekend|Coldplay , Beyoncé
21:25|Hard for Me|Michele Morrone
21:21|Talvez se Eu Dançasse|Miguel Araújo
21:17|One|Mary J. Blige , U2
21:14|Sweet but Psycho|Ava Max
21:11|Dança|Tiago Bettencourt
21:07|Thrift Shop|Macklemore & Ryan Lewis , Wanz
21:03|Blinding Lights|The Weeknd
20:58|Better in Time|Leona Lewis
20:55|Reality|Lost Frequencies , Janieck Devy
20:52|Catch & Release [deepend remix]|Matt Simons
20:49|Girls Like You|Maroon 5
20:43|Again|Lenny Kravitz
20:40|Assobia para o Lado|Carlão
20:36|No Time to Die|Billie Eilish
20:31|Radioactive|Imagine Dragons
20:28|Savage Love|Jawsh 685 , Jason Derulo
20:23|Trevo|Anavitória , Diogo Piçarra
20:19|Put a little Love on Me|Niall Horan
20:13|Mercy|Duffy
20:10|Boxes|Gavin James
20:07|Passarinhos|S. Pedro
20:04|To Die For|Sam Smith
19:57|Menina Solta|Giulia Be
19:54|Happier|Ed Sheeran
19:51|Breaking Me|Topic , A7S
19:43|Everything I Wanted|Billie Eilish
19:38|Love Yourself|Justin Bieber
19:37|Love Yourself|Justin Bieber
19:33|Lembra-me|We Find You , Bárbara Tinoco
19:29|Somewhere only We Know|Keane
19:26|Together|Sia
19:23|Natural|Imagine Dragons
19:14|I'll Be Missing You|Puff Daddy
19:11|Eu Gosto de Ti|Elas
19:05|See You Again|Wiz Khalifa , Charlie Puth
19:02|Bom Rapaz|Os Quatro e Meia , Carlão
18:55|Sugar|Maroon 5
18:51|The Best|Tina Turner
18:42|In Your Eyes|The Weeknd
18:38|A Fugir de Ser|Bárbara Tinoco
18:34|Higher Love|Kygo , Whitney Houston
18:30|Uptown Funk|Mark Ronson , Bruno Mars
18:26|Avião de Papel|Carolina Deslandes , Rui Veloso
18:23|Before You Go|Lewis Capaldi
18:16|The Man who Can't Be Moved|The Script 
18:12|Break My Heart|Dua Lipa
