00:02|Rockstar|DaBaby, Roddy Ricch
00:04|Blueberry Faygo|Lil Mosey
00:07|Roxanne|Arizona Zervas
00:10|Break My Heart|Dua Lipa
00:13|Beautiful People|Ed Sheeran, Khalid
00:17|Ily (I Love You Baby)|Surf Mesa, Emilee
00:20|Toosie Slide|Drake
00:24|Lush Life|Zara Larsson
00:27|Death Bed (Coffee for Your Head)|Powfu, Beabadoobee
00:30|Mafiosa|Lartiste, Carolina
00:33|Watermelon Sugar|Harry Styles
00:36|Falling|Trevor Daniel
00:39|BANANA (FT. SHAGGY) DJ FLE REMIX|CONKARAH
00:43|Conclusão|Julinho Ksd
00:45|Don't Rush|Young T & Bugsey, Headie One
00:49|MIA|Bad Bunny, Drake
00:52|Festa|David Carreira, Mc Kevinho
00:55|Tribunal|ProfJam, Benji Price
00:59|Veneno|Anitta
01:02|Blinding Lights|The Weeknd
01:05|TKN|Rosalía, Travis Scott
01:07|Rare|Selena Gomez
01:11|Savage|Megan Thee Stallion
01:13|Yummy|Justin Bieber
01:16|PopStar|DJ Khaled, Drake
01:20|Breaking Me|Topic, A7S
01:23|My Way|Calvin Harris
01:27|Rain on Me|Lady Gaga, Ariana Grande
01:30|Djadja|Aya Nakamura
01:32|Don't Start Now|Dua Lipa
01:36|Adore You|Harry Styles
01:40|Dado|Rony Fuego, DreNaz
01:43|In Your Eyes [remix]|The Weeknd, Doja Cat
01:47|Morado|J Balvin
01:50|Vivi Good|Julinho Ksd, Trista, Yuran
01:53|Hasta que Dios Diga|Anuel AA, Bad Bunny
01:58|Cocaína|GSon, Zara G, Chris [pt], Luccas, Kroa, Xamã, Giovanni
02:04|Roses [Imanbek remix]|Saint Jhn
02:07|Stuck with U|Ariana Grande, Justin Bieber
02:11|Own It|Stormzy, Ed Sheeran, Burna Boy
02:14|Mamacita|Black Eyed Peas, J Rey Soul, Ozuna
02:18|Happier|Marshmello, Bastille
02:22|Ily (I Love You Baby)|Surf Mesa, Emilee
02:25|Te Gusta|Mc Kevinho
02:28|Needed Me|Rihanna
02:31|Desce pro Play (PA PA PA)|MC Zaac, Tyga, Anitta
02:33|Young Dumb & Broke|Khalid
02:37|Rockstar|DaBaby, Roddy Ricch
02:40|The Box|Roddy Ricch
02:43|How You Like That|Blackpink
02:46|Savage Love|Jawsh 685, Jason Derulo
02:49|Ignorantes|Bad Bunny, Sech
02:52|Thank U, Next|Ariana Grande
02:56|Festa|David Carreira, Mc Kevinho
02:59|BANANA (FT. SHAGGY) DJ FLE REMIX|CONKARAH
03:02|Blinding Lights|The Weeknd
03:05|Conclusão|Julinho Ksd
03:08|Tusa|Karol G, Nicki Minaj
03:11|Sunday Best|Surfaces
03:14|Con Altura|Rosalía, J Balvin
03:16|Flores|Vitão, Luísa Sonza
03:19|Breaking Me|Topic, A7S
03:22|Can't Stop the Feeling!|Justin Timberlake
03:26|Supalonely|Benee, Gus Dapperton
03:30|Wow.|Post Malone
03:32|Don't Start Now|Dua Lipa
03:35|Hot Girl Bummer|Blackbear
03:39|Safe|Mizzy Miles, 9 Miller, Lon3r Johny, Lhast
03:43|Stuck with U|Ariana Grande, Justin Bieber
03:46|Don't Rush|Young T & Bugsey, Headie One
03:50|Be Honest|Jorja Smith, Burna Boy
03:53|PopStar|DJ Khaled, Drake
03:57|Good Life|Kappa Jotta
04:00|Roses [Imanbek remix]|Saint Jhn
04:03|Te Gusta|Mc Kevinho
04:05|Mama Ta Xinti|Julinho Ksd
04:08|Savage|Megan Thee Stallion
04:11|Better Now|Post Malone
04:15|Be Kind|Marshmello, Halsey
04:17|Savage Love|Jawsh 685, Jason Derulo
04:21|I Feel It Coming|The Weeknd, Daft Punk
04:25|Rain on Me|Lady Gaga, Ariana Grande
04:28|Bad Liar|Imagine Dragons
04:32|Rockstar|DaBaby, Roddy Ricch
04:35|Say So|Doja Cat
04:39|How You Like That|Blackpink
04:42|Blueberry Faygo|Lil Mosey
04:44|Morado|J Balvin
04:48|À Vontade|ProfJam, Fínix MG
04:52|Hasta que Dios Diga|Anuel AA, Bad Bunny
04:56|Safe|Mizzy Miles, 9 Miller, Lon3r Johny, Lhast
04:59|7 Rings|Ariana Grande
05:02|Watermelon Sugar|Harry Styles
05:05|Toosie Slide|Drake
05:09|Intentions|Justin Bieber, Quavo
05:13|Mamacita|Black Eyed Peas, J Rey Soul, Ozuna
05:17|Essa Saia|Bispo, Ivandro
05:20|Flores|Vitão, Luísa Sonza
05:23|Conclusão|Julinho Ksd
05:26|This One's for You|David Guetta, Zara Larsson
05:29|Desce pro Play (PA PA PA)|MC Zaac, Tyga, Anitta
