23:58|Naked|Jonas Blue , Max [us]
23:54|Sugar|Maroon 5
23:51|Sei Lá|Bárbara Tinoco
23:46|Talk|Coldplay
23:44|Something about You|Wilson Honrado , Eden Lewis II , Francisco Cunha
23:40|Conversations in the Dark|John Legend
23:36|Rain on Me|Lady Gaga , Ariana Grande
23:33|(Não) Era Amor|Giulia Be
23:29|Falling Like the Stars|James Arthur
23:25|Uptown Funk|Mark Ronson , Bruno Mars
23:23|Hard for Me|Michele Morrone
23:19|Ouvi Dizer|Melim
23:15|Thank You for Loving Me|Bon Jovi
23:12|One Kiss|Calvin Harris , Dua Lipa
23:08|Volta para Trás|Diana Castro
23:04|She Knows Me|Bryan Adams
23:01|Let's Fall in Love for the Night|Finneas
22:56|Não Sou Eu|João Só
22:53|Say So|Doja Cat
22:49|Moves Like Jagger|Maroon 5 , Christina Aguilera
22:45|Put a little Love on Me|Niall Horan
22:41|Savage Love|Jawsh 685 , Jason Derulo
22:38|Alma|Agir
22:35|Walk Me Home|Pink
22:30|Halo|Beyoncé
22:26|Simples Assim|Alberto Indio
22:22|Blinding Lights|The Weeknd
22:18|Don't|Ed Sheeran
22:15|Boxes|Gavin James
22:09|A Incrível História de Gabriela de Jesus|Miguel Araújo
22:05|Angels|Robbie Williams
22:01|A Noite|Stereossauro , Marisa Liz , Carlão
21:56|How Do You Sleep?|Sam Smith
21:52|One more Time|Noble
21:48|What Goes Around.../...Comes Around|Justin Timberlake
21:45|Watermelon Sugar|Harry Styles
21:40|Lonely|Joel Corry
21:36|Do You No Wrong|Richie Campbell
21:33|Cold|Maroon 5 , Future
21:28|Let It Go|James Bay
21:25|Together|Sia
21:22|Silêncio|Diogo Piçarra
21:19|Wonderwall|Oasis
21:15|Don't Start Now|Dua Lipa
21:12|Memória|Ana Bacalhau
21:08|Magic|Coldplay
21:05|To Die For|Sam Smith
20:58|Dilemma|Nelly , Kelly Rowland
20:55|Reality|Lost Frequencies , Janieck Devy
20:52|On Top of the World|Imagine Dragons
20:49|Dance Monkey|Tones and I
20:44|Here without You|3 Doors Down
20:40|Nós os Dois|Bárbara Bandeira
20:37|Breaking Me|Topic , A7S
20:31|A Thousand Years|Christina Perri
20:28|Roses [Imanbek remix]|Saint Jhn
20:24|Dialectos da Ternura|Da Weasel
20:19|Everything I Wanted|Billie Eilish
20:12|Smells Like Teen Spirit|Nirvana
20:09|Break My Heart|Dua Lipa
20:05|Promete|Ana Vilela
20:03|Death Bed (Coffee for Your Head)|Powfu , Beabadoobee
19:55|Let Her Go|Passenger [uk]
19:52|Peer Pressure|James Bay , Julia Michaels
19:48|Before You Go|Lewis Capaldi
19:42|Honey|Noble
19:39|Ily (I Love You Baby)|Surf Mesa , Emilee
19:34|Everything|Michael Bublé
19:32|Para Sempre [unplugged]|Dengaz , Seu Jorge
19:29|Know Your Worth|Khalid , Disclosure
19:24|What about Us|Pink
19:18|Perto de Mim|Syro
19:15|This Love|Maroon 5
19:09|Read all about It (Part III)|Emeli Sandé
19:05|In Your Eyes|The Weeknd
18:54|Nothing else Matters [S&M live]|Metallica , The San Francisco Symphony Orchestra
18:51|Let Me Down Slowly|Alec Benjamin
18:47|Use Somebody|Kings of Leon
18:42|Let's Fall in Love for the Night|Finneas
18:38|Closer|The Chainsmokers , Halsey
18:34|Be Alright|Dean Lewis
18:28|A Dónde Vas|Antonio José , Diogo Piçarra
18:26|Ho Hey|The Lumineers
18:22|Memories|Maroon 5
18:17|Morena [acústica]|Vitor Kley
18:14|Bring Me to Life|Evanescence
18:10|Maniac|Conan Gray
18:07|Andrà Tutto Bene|Cristóvam
18:03|No Time to Die|Billie Eilish
17:55|Thank U|Alanis Morissette
17:50|Circles|Post Malone
17:44|Melhor de Mim|Mariza
17:40|Blinding Lights|The Weeknd
17:32|You Get what You Give|New Radicals
17:28|How Would You Feel (Paean)|Ed Sheeran
17:26|Porquê|Murta
17:22|Prayer in C|Lilly Wood and the Prick
17:17|Creep|Radiohead
17:14|Hard for Me|Michele Morrone
17:10|Love Yourself|Justin Bieber
17:07|New Light|John Mayer
17:04|Anjos|Diogo Piçarra , Carolina Deslandes
17:02|levels|avicii
16:59|Bom Rapaz|Os Quatro e Meia , Carlão
16:52|Beautiful People|Ed Sheeran , Khalid
16:46|Juntos Somos mais Fortes|Amor Electro
16:42|To Die For|Sam Smith
16:36|Tal como Sou|Fernando Daniel
16:32|Cry Me a River|Justin Timberlake
16:28|Diamonds|Rihanna
16:25|Paris|The Chainsmokers
16:21|Tempo|Anjos
16:17|Bruises|Lewis Capaldi
16:13|Some Nights|Fun
16:10|Meu Amor de Longe|Raquel Tavares
16:07|Boxes|Gavin James
16:04|Fly Away|Lenny Kravitz
15:59|Conversations in the Dark|John Legend
15:52|I Gotta Feeling|Black Eyed Peas
15:49|Underdog|Alicia Keys
15:43|Avião de Papel|Carolina Deslandes , Rui Veloso
15:41|Breaking Me|Topic , A7S
15:34|All We Need Is Love [acústico]|Virgul
15:31|Sail|Awolnation
15:27|Señorita|Shawn Mendes , Camila Cabello
15:24|Trevo|Anavitória , Diogo Piçarra
15:20|Paradise|Coldplay
15:17|Together|Sia
15:14|Dancing with a Stranger|Sam Smith , Normani
15:09|One|Mary J. Blige , U2
15:05|You Feel Like Home|David Fonseca , Ana Sofia Martins
15:01|For the First Time|The Script 
14:58|A Noite|Stereossauro , Marisa Liz , Carlão
14:51|Only Girl (In the World)|Rihanna
14:48|Cold little Heart|Michael Kiwanuka
14:42|Ai se Ele Cai|Xutos & Pontapés
14:39|Watermelon Sugar|Harry Styles
14:32|Talvez se Eu Dançasse|Miguel Araújo
14:28|Run|Snow Patrol
14:24|Grenade|Bruno Mars
14:21|Promises|Calvin Harris , Sam Smith
14:18|Não Preciso|Tay , Dylan
14:14|In Your Eyes|The Weeknd
14:10|Give Me Everything |Pitbull , Ne-Yo
14:07|Perdoname|Pablo Alborán , Carminho
14:03|Break My Heart|Dua Lipa
14:00|Again|Lenny Kravitz
13:56|Sei Lá|Bárbara Tinoco
13:49|Put a little Love on Me|Niall Horan
13:43|Loucos|Matias Damásio , Heber
13:40|Death Bed (Coffee for Your Head)|Powfu , Beabadoobee
13:33|Passarinhos|S. Pedro
13:29|Whataya Want from Me|Adam Lambert
13:27|Faith's Song|Amy Wadge
13:24|Fica tudo Bem|Silva , Anitta
13:20|It's Time|Imagine Dragons
13:17|Know Your Worth|Khalid , Disclosure
13:13|Sign of the Times|Harry Styles
13:08|I'll Be Missing You|Puff Daddy
13:06|Menina Solta|Giulia Be
13:02|Without You|David Guetta , Usher
12:59|Let's Fall in Love for the Night|Finneas
12:52|We Are Young|Fun , Janelle Monáe 
12:49|Power Over Me|Dermot Kennedy
12:42|Às Vezes|Xutos & Pontapés
12:39|Blinding Lights|The Weeknd
12:33|Everybody's Changing|Keane
12:29|When I Was Your Man|Bruno Mars
12:26|Lights Down Low|Max [us] , Gnash
12:23|Assobia para o Lado|Carlão
12:20|How Do You Sleep?|Sam Smith
12:16|Need You Now|Lady Antebellum
12:11|Carta [acústico]|Tiago Bettencourt
12:08|Maniac|Conan Gray
12:04|Yellow|Coldplay
12:01|Ily (I Love You Baby)|Surf Mesa , Emilee
11:54|When You're Gone|Bryan Adams , Melanie C
11:51|Before You Go|Lewis Capaldi
