23:57|Waiting for Love|Avicii
23:54|Manhã Submersa|Xutos & Pontapés
23:51|Girls Like You|Maroon 5
23:47|All of Me|John Legend
23:44|Breaking Me|Topic , A7S
23:40|Roses [Imanbek remix]|Saint Jhn
23:36|Tudo no Amor|Clã
23:32|You Say|Lauren Daigle
23:28|This Is the Last Time|Keane
23:25|Dança|Tiago Bettencourt
23:21|Circles|Post Malone
23:18|Say Something|A Great Big World , Christina Aguilera
23:14|Break My Heart|Dua Lipa
23:10|One more Time|Noble
23:05|Crazy|Aerosmith
23:01|No Time to Die|Billie Eilish
22:57|Feel so Close|Calvin Harris
22:53|Bruises|Lewis Capaldi
22:50|Antes Dela Dizer que Sim|Bárbara Tinoco
22:45|Californication|Red Hot Chili Peppers
22:42|Bom Rapaz|Os Quatro e Meia , Carlão
22:38|Be Kind|Marshmello , Halsey
22:34|Still I Am Alive|The Black Mamba
22:31|Peer Pressure|James Bay , Julia Michaels
22:27|Wake Me Up|Avicii , Aloe Blacc
22:24|Know Your Worth|Khalid , Disclosure
22:21|Esse Amor|Vai e Vem
22:18|Come as You Are|Nirvana
22:14|Natural|Imagine Dragons
22:11|À Procura de Alguém|Tomás Adrião
22:08|Adventure of a Lifetime|Coldplay
22:04|In Your Eyes|The Weeknd
21:58|Love on the Brain|Rihanna
21:55|Higher Love|Kygo , Whitney Houston
21:51|Quem Me Dera|Mariza
21:47|Marry You|Bruno Mars
21:44|Let's Fall in Love for the Night|Finneas
21:39|Kings & Queens|Ava Max
21:36|Se Eu|Fernando Daniel , Melim
21:33|Let Me Down Slowly|Alec Benjamin
21:29|its my life|no doubt
21:26|Acordar|Syro
21:22|Underdog|Alicia Keys
21:19|Waka Waka (Time for Africa)|Shakira
21:16|Maniac|Conan Gray
21:13|Alma|Agir
21:09|Smooth|Santana , Rob Thomas
21:05|Conversations in the Dark|John Legend
20:58|A Thousand Miles|Vanessa Carlton
20:55|rockabye |clean bandit 
20:51|Elastic Heart|Sia , Diplo , The Weeknd
20:48|Sei Lá|Bárbara Tinoco
20:42|Otherside|Red Hot Chili Peppers
20:39|You Are the Reason|Calum Scott
20:35|A Noite|Stereossauro , Marisa Liz , Carlão
20:30|It's Time|Imagine Dragons
20:26|Lonely|Joel Corry
20:23|Silêncio|Diogo Piçarra
20:20|Open Up|Matt Simons
20:14|Imitation of Life|REM
20:11|Hard for Me|Michele Morrone
20:07|Nós os Dois|Bárbara Bandeira
20:04|Blinding Lights|The Weeknd
19:56|Juice|Lizzo
19:53|How Would You Feel (Paean)|Ed Sheeran
19:49|How You Remind Me|Nickelback
19:43|Team|Lorde
