00:02|Desce pro Play (PA PA PA)|MC Zaac, Anitta, Tyga
00:05|Don't Start Now|Dua Lipa
00:08|Tempo|FrankieontheGuitar, Tóy Tóy T-Rex, Bispo, Lon3r Johny
00:12|Death Bed (Coffee for Your Head)|Powfu, Beabadoobee
00:15|Callaita|Bad Bunny, Tainy
00:18|Ily (I Love You Baby)|Surf Mesa, Emilee
00:21|Te Gusta|Mc Kevinho
00:24|The Greatest|Sia, Kendrick Lamar
00:27|Don't Rush|Young T & Bugsey, Headie One
00:31|Pray [remix]|Sam Smith, Logic
00:34|Rockstar|DaBaby, Roddy Ricch
00:37|The Scotts|The Scotts, Travis Scott, Kid Cudi
00:40|BANANA (FT. SHAGGY) DJ FLE REMIX|CONKARAH
00:43|Blueberry Faygo|Lil Mosey
00:46|Savage|Megan Thee Stallion
00:48|Con Altura|Rosalía, J Balvin
00:51|Hawái|Maluma
00:54|Tribunal|ProfJam, Benji Price
00:58|Sushi|Nenny
01:01|Watermelon Sugar|Harry Styles
01:04|Toosie Slide|Drake
01:08|Roxanne|Arizona Zervas
01:10|Rain on Me|Lady Gaga, Ariana Grande
01:14|Somos Iguais|Plutónio
01:17|Me Domina|Blaya, Carlão
01:20|Conclusão|Julinho Ksd
01:23|Love Me Now|John Legend
01:27|Festa|David Carreira, Mc Kevinho
01:30|Passionfruit|Drake
01:35|Blinding Lights|The Weeknd
01:38|Falling|Trevor Daniel
01:41|Dado|Rony Fuego, DreNaz
01:45|Don't Start Now|Dua Lipa
01:48|Death Bed (Coffee for Your Head)|Powfu, Beabadoobee
01:50|Liar|Camila Cabello
01:54|My Oasis|Sam Smith, Burna Boy
01:57|Cocaína|GSon, Giovanni, Zara G, Chris [pt], Luccas, Kroa, Xamã
02:03|Savage Love|Jawsh 685, Jason Derulo
02:06|TKN|Rosalía, Travis Scott
02:08|Roses [Imanbek remix]|Saint Jhn
02:11|Morado|J Balvin
02:15|Yummy|Justin Bieber
02:18|PopStar|DJ Khaled, Drake
02:21|Breaking Me|Topic, A7S
02:24|Love on the Brain|Rihanna
02:28|Mamacita|Black Eyed Peas, Ozuna, J Rey Soul
02:32|Bad Guy|Billie Eilish
02:35|Desce pro Play (PA PA PA)|MC Zaac, Anitta, Tyga
02:38|Mama Ta Xinti|Julinho Ksd
02:41|The Woo|Pop Smoke, Roddy Ricch, 50 Cent
02:45|In Your Eyes [remix]|The Weeknd, Doja Cat
02:49|Ignorantes|Bad Bunny, Sech
02:52|Beautiful People|Ed Sheeran, Khalid
02:55|Ily (I Love You Baby)|Surf Mesa, Emilee
02:58|Smile|Juice WRLD, The Weeknd
03:01|Watermelon Sugar|Harry Styles
03:04|Blueberry Faygo|Lil Mosey
03:07|Own It|Stormzy, Ed Sheeran, Burna Boy
03:10|Sunday Best|Surfaces
03:13|Qué Pena|Maluma, J Balvin
03:16|Flores|Vitão, Luísa Sonza
03:19|Don't Start Now|Dua Lipa
03:23|Run Up|Major Lazer, Nicki Minaj, PartyNextDoor
03:26|Supalonely|Benee, Gus Dapperton
03:30|Young Dumb & Broke|Khalid
03:33|Blinding Lights|The Weeknd
03:36|Tusa|Karol G, Nicki Minaj
03:40|WAP|Cardi B, Megan Thee Stallion
03:43|TKN|Rosalía, Travis Scott
03:45|Death Bed (Coffee for Your Head)|Powfu, Beabadoobee
03:48|Vivi Good|Julinho Ksd, Yuran, Trista
03:51|My Oasis|Sam Smith, Burna Boy
03:54|Cocaína|GSon, Giovanni, Zara G, Chris [pt], Luccas, Kroa, Xamã
04:00|Savage Love|Jawsh 685, Jason Derulo
04:03|Breaking Me|Topic, A7S
04:06|Break My Heart|Dua Lipa
04:09|Rain on Me|Lady Gaga, Ariana Grande
04:13|Happier|Marshmello, Bastille
04:16|Me Domina|Blaya, Carlão
04:19|In Your Eyes [remix]|The Weeknd, Doja Cat
04:24|Lean On|Major Lazer, DJ Snake, MO
04:27|Festa|David Carreira, Mc Kevinho
04:30|Girls Like You|Maroon 5
04:34|Desce pro Play (PA PA PA)|MC Zaac, Anitta, Tyga
04:37|The Box|Roddy Ricch
04:40|Dado|Rony Fuego, DreNaz
04:44|Stuck with U|Ariana Grande, Justin Bieber
04:47|Un Dia (One Day)|J Balvin, Dua Lipa, Tainy
04:51|Better Now|Post Malone
04:55|Hawái|Maluma
04:58|BANANA (FT. SHAGGY) DJ FLE REMIX|CONKARAH
05:01|Rockstar|DaBaby, Roddy Ricch
05:04|Te Gusta|Mc Kevinho
05:07|Hot Girl Bummer|Blackbear
05:10|Savage|Megan Thee Stallion
05:12|À Vontade|ProfJam, Fínix MG
05:16|PopStar|DJ Khaled, Drake
05:19|Blueberry Faygo|Lil Mosey
05:23|Stay|Rihanna, Mikky Ekko
05:26|Mamacita|Black Eyed Peas, Ozuna, J Rey Soul
05:31|IDGAF|Dua Lipa
05:34|Watermelon Sugar|Harry Styles
05:37|Intentions|Justin Bieber, Quavo
05:41|WAP|Cardi B, Megan Thee Stallion
05:44|Toosie Slide|Drake
05:48|Ignorantes|Bad Bunny, Sech
05:52|Thank U, Next|Ariana Grande
05:55|Flores|Vitão, Luísa Sonza
05:58|Tribunal|ProfJam, Benji Price
06:02|Blinding Lights|The Weeknd
06:05|Conclusão|Julinho Ksd
06:07|Say So|Doja Cat
06:11|Sunday Best|Surfaces
06:13|Essa Saia|Bispo, Ivandro
06:17|Ily (I Love You Baby)|Surf Mesa, Emilee
06:20|Don't Start Now|Dua Lipa
06:23|Worth It|Fifth Harmony, Kid Ink
06:27|Supalonely|Benee, Gus Dapperton
06:31|Psycho|Post Malone, Ty Dolla Sign
06:34|Savage Love|Jawsh 685, Jason Derulo
06:37|Tempo|FrankieontheGuitar, Tóy Tóy T-Rex, Bispo, Lon3r Johny
06:42|Smile|Juice WRLD, The Weeknd
06:45|TKN|Rosalía, Travis Scott
06:47|Death Bed (Coffee for Your Head)|Powfu, Beabadoobee
06:50|Ritmo (Bad Boys for Life)|Black Eyed Peas, J Balvin
06:53|Me Domina|Blaya, Carlão
06:56|Dado|Rony Fuego, DreNaz
07:00|One Kiss|Calvin Harris, Dua Lipa
07:03|Desce pro Play (PA PA PA)|MC Zaac, Anitta, Tyga
07:06|Breaking Me|Topic, A7S
07:09|Don't Rush|Young T & Bugsey, Headie One
07:12|MIA|Bad Bunny, Drake
