00:00|AGAINST ALL ODDS (TAKE A LOOK AT ME NOW)|PHIL COLLINS
00:03|GROW|FRANCES
00:07|SLOWLY|RICHIE CAMPBELL
00:10|THIS TOWN|NIALL HORAN
00:14|SHE|ELVIS COSTELO
00:16|ANTES DELA DIZER QUE SIM|BÁRBARA TINOCO
00:19|IF YOU DONT KNOW ME BY NOW|BEN SAUNDERS
00:23|7 SECONDS|YOUSSOU NDOUR [+] NENEH CHERRY
00:29|PSYCHO|POST MALONE feat. TY DOLLA $IGN
00:32|ETERNO|ANJOS
00:37|WHATS LOVE GOT TO DO WITH IT|TINA TURNER
00:40|YOUR SONG|ELIE GOULDING
00:43|HISTORIA|DIOGO PIÇARRA
00:46|YOU GIVE ME SOMETHING|JAMES MORRISON
00:51|I WONT GIVE UP|JASON MRAZ
00:55|RECOMEÇAR|FERNANDO DANIEL
00:59|UNCONDITIONAL LOVE|BANGLES
01:03|TOO GOOD AT GOODBYES|SAM SMITH
01:06|WHAT ABOUT LOVE|HEART
01:09|SILENCE|MARSHMELLO feat. KHALID
01:12|PURPLE RAIN|PRINCE [+] THE REVOLUTION
01:18|NAKED|JAMES ARTHUR
01:22|O TEU OLHAR|MATIAS DAMASIO
01:26|STRAIGHT FROM THE HEART|BRYAN ADAMS
01:29|YOU ARE THE REASON|CALUM SCOTT
01:32|I DONT WANT TO TALK ABOUT IT|EVERYTHING BUT THE GIRL
01:37|VAMOS FUGIR|DJODJE FT. CUCA ROSETA
01:41|BENEATH YOUR BEAUTIFUL|LABRINTH [+] EMELI SANDE
01:45|AVIÃO DE PAPEL|CAROLINA DESLANDES FT. RUI VELOSO
01:53|BIRDS|IMAGINE DRAGONS FT. ELISA
01:56|BIG GIRLS DON`T CRY|FERGIE [+] SEAN KINGSTON
01:59|CONVERSATIONS IN THE DARK|JOHN LEGEND
02:03|ADORE YOU|HARRY STYLES
02:07|TEMPO|ANJOS
02:10|ALWAYS REMEMBER US THIS WAY|LADY GAGA
02:13|SUMMER OF 69|BRYAN ADAMS
02:17|SEI LÁ|BÁRBARA TINOCO
02:20|SAY SO|DOJA CAT
02:23|VELHA INFANCIA|TRIBALISTAS
02:27|BREAKING ME|TOPIC FT. A7S
02:30|E PRECISO|MIGUEL GAMEIRO
02:33|WE FOUND LOVE|RIHANNA [+] CALVIN HARRIS
02:36|MENTIRA|JOAO PEDRO PAIS
02:40|BEAT IT|MICHAEL JACKSON
02:43|PROCURA POR MIM|AMOR ELECTRO
02:50|PUT A LITTLE LOVE ON ME|NIAL HORAN
02:54|O ERRO MAIS BONITO|ANA BACALHAU & DIOGO PIÇARRA
02:57|SAVE TONIGHT|EAGLE EYE CHERRY
